0x4103d0	AbstractClass_Load_ClearExtensionSlot
0x6f755a	TechnoClass_IsCloseEnough_CylinderRangefinding
0x6f7647	TechnoClass_InRange_Obstacles
0x6f7666	TechnoClass_TriggersCellInset_DeployWeapon
0x6f7792	TechnoClass_InWeaponRange_DecloakToFire
0x6f7ce2	TechnoClass_CanAutoTargetObject_IronCurtain
0x6f7e1e	TechnoClass_CanAutoTargetObject_AU
0x6f7e24	TechnoClass_EvaluateObject_SetContext
0x6f7e30	TechnoClass_CanAutoTarget_SetContent
0x6f7e47	TechnoClass_EvaluateObject_MapZone
0x6f7ef4	TechnoClass_CanAutoTarget_AttackFriendlies
0x6f833e	TechnoClass_CanAutoTargetObject_Garrisonable
0x6f85ab	TechnoClass_CanAutoTargetObject_AggressiveAttackMove
0x6f85cf	TechnoClass_CanAutoTarget_AttackNoThreatBuildings
0x6f88bf	TechnoClass_CanAutoTargetObject_AttackMindControlledDelay
0x6f8a92	TechnoClass_CheckAutoTarget_AttackFriendlies
0x6f8c9d	TechnoClass_EvaluateCell_SetContext
0x6f8df0	TechnoClass_SelectAutoTarget_Start_AU
0x6f8fa8	TechnoClass_SelectAutoTarget_SetCanTargetWhatAmI_AU
0x6f8fd7	TechnoClass_ThreatEvals_OpenToppedOwner
0x6f90de	TechnoClass_GreatestThreat_MultiWeapon
0x6f9222	TechnoClass_SelectAutoTarget_HealingTargetAir
0x6f9398	TechnoClass_SelectAutoTarget_Scan_FallingDown
0x6f93bb	TechnoClass_SelectAutoTarget_Scan_AU
0x6f9af4	TechnoClass_SelectAutoTarget_DisableStupid
0x6f9b7e	TechnoClass_SelectAutoTarget_AIAirTargetingFix1
0x6f9c67	TechnoClass_GreatestThreat_MapZoneSetContext
0x6f9d13	TechnoClass_SelectAutoTarget_AIAirTargetingFix2
0x6f9e50	TechnoClass_AI
0x6fa07a	TechnoClass_AI_PromoteAnim
0x6fa167	TechnoClass_AI_DrainMoney
0x6fa467	TechnoClass_AI_AttackFriendlies
0x6fa540	TechnoClass_AI_ChargeTurret
0x6fa68b	TechnoClass_Update_AttackMovePaused
0x6fa697	TechnoClass_Update_DontScanIfUnarmed
0x6fa781	TechnoClass_AI_SelfHealing_BuildingGraphics
0x6fa793	TechnoClass_AI_SelfHealGain
0x6fabc4	TechnoClass_AI_AnimationPaused
0x6fb086	TechnoClass_Reload_ReloadAmount
0x6fb2fb	TechnoClass_CreateGap_CellCheck
0x6fb5e5	TechnoClass_DeleteGap_CellCheck
0x6fb9d7	TechnoClass_Cloak_RestoreMCAnim
0x6fbfa3	TechnoClass_Select_SkipLimboDelivery
0x6fc0c5	TechnoClass_CanFire_DisableWeapons
0x6fc339	TechnoClass_CanFire
0x6fc3a1	TechnoClass_CanFire_InBunkerRangeCheck
0x6fc3ae	TechnoClass_CanFire_TankInBunker_LocomotorWarhead
0x6fc5c7	TechnoClass_CanFire_OpenTopped
0x6fc617	TechnoClass_GetFireError_Spawner
0x6fc689	TechnoClass_CanFire_LandNavalTarget
0x6fc749	TechnoClass_CanFire_AntiUnderground
0x6fc7eb	TechnoClass_CanFire_InterceptBullet
0x6fc8f5	TechnoClass_CanFire_SkipROF
0x6fca26	TechnoClass_CanFire_RevertAresOpenTopCloakFix
0x6fcbe6	TechnoClass_CanFire_BridgeAAFix
0x6fcd1d	TechnoClass_CanFire_OpenTopCloakFix
0x6fcdb0	TechnoClass_AssignTarget_SyncLog
0x6fcf3e	TechnoClass_SetTarget_After
0x6fcfe0	TechnoClass_RearmDelay_CanCloakDuringRearm
0x6fd054	TechnoClass_RearmDelay_ForceFullDelay
0x6fd05e	TechnoClass_RearmDelay_BurstDelays
0x6fd0b5	TechnoClass_RearmDelay_ROF
0x6fd183	TechnoClass_RearmDelay_BuildingOccupyROFMult
0x6fd1c7	TechnoClass_RearmDelay_BuildingBunkerROFMult
0x6fd210	TechnoClass_LaserZap_SetTrackingContext
0x6fd38d	TechnoClass_DrawSth_DrawToInvisoFlakScatterLocation
0x6fd3fd	TechnoClass_LaserZap_ZAdjust
0x6fd446	TechnoClass_LaserZap_IsSingleColor
0x6fd494	TechnoClass_FireEBolt_SetExtMap_AfterAres
0x6fd4e4	TechnoClass_FireEBolt_Building_ClampPositive
0x6fd4ed	TechnoClass_FireEBolt_ZAdjust
0x6fd55f	TechnoClass_FireEBolt_ParticleSystem
0x6fd5d6	TechnoClass_InitEBolt
0x6fdaa6	TechnoClass_FireAngle_6FDA00_ApplyGravity
0x6fdc87	TechnoClass_AdjustDamage_ArmorMultiplier
0x6fdd7d	TechnoClass_FireAt_UpdateWeaponType
0x6fddc0	TechnoClass_FireAt_BeforeTruelyFire
0x6fddca	TechnoClass_Fire_Suicide
0x6fe19a	TechnoClass_FireAt_AreaFire
0x6fe352	TechnoClass_FirepowerMultiplier
0x6fe3f1	TechnoClass_FireAt_OccupyDamageBonus
0x6fe421	TechnoClass_FireAt_BunkerDamageBonus
0x6fe43b	TechnoClass_FireAt_OpenToppedDmgMult
0x6fe4a4	TechnoClass_FireAt_ChargeTurret1
0x6fe562	TechnoClass_Fire_SetContext
0x6fecb2	TechnoClass_FireAt_ApplyGravity
0x6fed2f	TechnoClass_FireAt_VerticalInitialFacing
0x6ff008	TechnoClass_Fire_BeforeMoveTo
0x6ff08b	TechnoClass_Fire_RecordBullet
0x6ff0dd	TechnoClass_FireAt_TurretRecoil
0x6ff15f	TechnoClass_FireAt_ObstacleCellSet
0x6ff189	TechnoClass_FireAt_SparkFireTargetSet
0x6ff29e	TechnoClass_FireAt_ChargeTurret2
0x6ff2be	TechnoClass_FireAt_BurstOffsetFix
0x6ff42b	TechnoClass_Fire_Anim
0x6ff43f	TechnoClass_FireAt_FeedbackWeapon
0x6ff4cc	TechnoClass_FireAt_ToggleLaserWeaponIndex
0x6ff660	TechnoClass_FireAt_LateLogic
0x6ff7ff	TechnoClass_Fire_UnlimboDetonate
0x6ff905	TechnoClass_FireAt_FireOnce
0x7001b0	TechnoClass_MouseOverObject_EnableGuardObject
0x70023b	TechnoClass_MouseOverObject_AttackUnderGround
0x7002e9	TechnoClass_WhatAction_PassableTerrain
0x700358	TechnoClass_MouseOverObject_AttackFriendlies
0x700536	TechnoClass_WhatAction_Object_AllowAttack
0x70095a	TechnoClass_WhatAction_WallWeapon
0x700c58	TechnoClass_CanPlayerMove_NoManualMove
0x700ed0	TechnoClass_AllowDeployControlledMCV
0x70107a	TechnoClass_CanDeploySlashUnload_AmphibiousUnload
0x7010c1	TechnoClass_CanShowDeployCursor_UnitsAndAircraft
0x7012c2	TechnoClass_WeaponRange
0x7013a0	TechnoClass_OverrideMission_SyncLog
0x7015a2	TechnoClass_SetOwningHouse_RefreshSidebar
0x7015c9	TechnoClass_Captured_UpdateTracking
0x701664	TechnoClass_SetOwningHouse_TunnelFix
0x701881	TechnoClass_ChangeHouse_Passenger_SyncOwner
0x701900	TechnoClass_ReceiveDamage_Shield
0x701966	TechnoClass_ReceiveDamage_ArmorMultiplier
0x7019d8	TechnoClass_ReceiveDamage_SkipLowDamageCheck
0x701a54	TechnoClass_ReceiveDamage_PenetratesIronCurtain
0x701d2e	TechnoClass_ReceiveDamage_AllowBerzerkOnAllies
0x701d6b	TechnoClass_ReceiveDamage_Psychedelic
0x701dae	TechnoClass_ReceiveDamage_Berzerk
0x701dff	TechnoClass_ReceiveDamage_FlyingStrings
0x701e18	TechnoClass_ReceiveDamage_ReflectDamage
0x702050	TechnoClass_ReceiveDamage_AttachEffectExpireWeapon
0x702299	TechnoClass_ReceiveDamage_Debris
0x702603	TechnoClass_ReceiveDamage_Explodes
0x702672	TechnoClass_ReceiveDamage_RevengeWeapon
0x70272e	BuildingClass_ReceiveDamage_DisableDamageSound
0x7027e6	TechnoClass_ReceiveDamage_Nonprovocative
0x702819	TechnoClass_ReceiveDamage_Decloak
0x702823	TechnoClass_ReceiveDamage_SkipDamagedParticle
0x702b14	TechnoClass_ReceiveDamage_DynamicSight
0x702e4e	TechnoClass_RegisterDestruction_SaveKillerInfo
0x70337d	HouseClass_RegisterDestruction_SaveKillerInfo
0x703789	TechnoClass_Cloak_BeforeDetach
0x703799	TechnoClass_Cloak_AfterDetach
0x703a09	TechnoClass_VisualCharacter_CloakVisibility
0x7043e7	TechnoClass_Get_ZAdjustment_Weeder
0x70440c	TechnoClass_Get_ZAdjustment_Weeder2
0x705860	TechnoClass_DrawAirstrikeFlare_SetContext
0x7058f6	TechnoClass_DrawAirstrikeFlare_LineColor
0x70597a	TechnoClass_DrawAirstrikeFlare_DotColor
0x705d74	TechnoClass_GetRemapColour_DisguisePalette
0x7060a9	TechnoClas_DrawObject_DisguisePalette
0x7060d6	TechnoClass_DrawShape_DisguiseTint_SetContext
0x70632e	TechnoClass_DrawShape_GetTintIntensity
0x706389	TechnoClass_DrawObject_TintColor
0x706786	TechnoClass_DrawVoxel_TintColor
0x706f64	TechnoClass_RenderVoxelObject_SkipInvisibleSections
0x7072a1	cyka707280_WhichMatrix
0x7077fd	TechnoClass_PointerExpired_SpawnOwnerFix
0x707a2e	TechnoClass_PointerExpired_TargetExpired
0x707b23	TechnoClass_PointerExpired_RemoveSpawnee
0x707e63	TechnoClass_GetGuardRange
0x7088e3	TechnoClass_ShouldRetaliate_DisallowMoving
0x7089e8	TechnoClass_AllowedToRetaliate_AttackMindControlledDelay
0x708a81	TechnoClass_CanRetaliate_CheckThreat
0x708ad0	TechnoClass_ShouldRetaliate_IronCurtain
0x708aeb	TechnoClass_ReplaceArmorWithShields
0x708b0b	TechnoClass_AllowedToRetaliate_Nonprovocative
0x708fc0	TechnoClass_ResponseMove_Pickup
0x7090a0	TechnoClass_VoiceAttack
0x7093f8	TechnoClass_709290_DeployWeapon
0x70982c	TechnoClass_TargetAndEstimateDamage_TargetingDelay
0x7098b9	TechnoClass_TargetSomethingNearby_AutoFire
0x709b2e	TechnoClass_DrawPips_Sizes
0x709b8b	TechnoClass_DrawPips_Spawns
0x70a1f6	TechnoClass_DrawPips_Tiberium
0x70a36e	TechnoClass_DrawPips_Ammo
0x70a4fb	TechnoClass_DrawPips_SelfHealGain
0x70ae48	TechnoClass_See_DynamicSight
0x70af87	TechnoClass_UpdateSight_DynamicSight1
0x70afef	TechnoClass_UpdateSight_DynamicSight2
0x70b649	TechnoClass_RigidBodyDynamics_NoTiltCrashBlyat
0x70bc6f	TechnoClass_UpdateRigidBodyKinematics_KillFlipped
0x70bce6	TechnoClass_GetTargetCoords_BuildingFix
0x70c6b5	TechnoClass_Railgun_TargetCoords
0x70c862	TechnoClass_Railgun_AmbientDamageIgnoreTarget1
0x70ca64	TechnoClass_Railgun_Obstacles
0x70ca8b	TechnoClass_Railgun_AmbientDamageIgnoreTarget2
0x70cbda	TechnoClass_Railgun_AmbientDamageWarhead
0x70cf6f	TechnoClass_ThreatCoefficients_WeaponRange
0x70cf87	TechnoClass_ThreatCoefficient_CanAttackMeThreatBonus
0x70d4a0	AbstractClass_ClearTargetToMe_ClearManagerTarget
0x70d4fd	AbstractClass_ClearTargetToMe_ClearLastTarget
0x70d77f	TechnoClass_FireDeathWeapon_ProjectileFix
0x70d842	FootClass_UpdateEnter_NoMoveToBridge
0x70d910	FootClass_QueueEnter_NoMoveToBridge
0x70de40	TechnoClass_GattlingValueRateDown_GattlingRateDownDelay
0x70de70	TechnoClass_GattlingRateUp_GattlingRateDownReset
0x70e01e	TechnoClass_GattlingRateDown_GattlingRateDownDelay
0x70e126	TechnoClass_GetDeployWeapon_InfantryDeployFireWeapon
0x70e380	TechnoClass_InvulnerabilityIntensity_SetContext
0x70e475	TechnoClass_InvulnerabilityIntensity_Adjust
0x70e92f	TechnoClass_UpdateAirstrikeTint
0x70efe0	TechnoClass_GetMaxSpeed
0x70fb73	FootClass_IsBunkerableNow_Dehardcode
0x70fdf5	TechnoClass_DrawDrainAnimation_Custom
0x710352	FootClass_ImbueLocomotor_FixSomething
0x710415	TechnoClass_DetachAnim
0x710552	TechnoClass_SetOpenTransportCargoTarget_ShareTarget
0x71067b	TechnoClass_EnterTransport_LaserTrails
0x7115ae	TechnoTypeClass_CTOR_JumpjetControls
0x711835	TechnoTypeClass_CTOR
0x711e90	TechnoTypeClass_CanAttackMove_IgnoreWeapon
0x711f39	TechnoTypeClass_CostOf_FactoryPlant
0x711fdf	TechnoTypeClass_RefundAmount_FactoryPlant
0x7120dd	TechnoTypeClass_GetRepairStepCost
0x7128b2	TechnoTypeClass_ReadINI_MultiWeapon
0x71464a	TechnoTypeClass_ReadINI_Speed
0x715a4d	Replace_XXICON_With_New
0x715b10	TechnoTypeClass_ReadINI_MultiWeapon2
0x7184ce	TeleportLocomotionClass_MakeRoom_GetMovement_CellFix
0x7185da	TeleportLocomotionClass_MakeRoom_DestFix
0x71872c	TeleportLocomotionClass_MakeRoom_OccupationFix
0x718f1e	TeleportLocomotionClass_MovingTo_ReplaceMovementZone
0x7193f6	TeleportLocomotionClass_ILocomotion_Process_WarpoutAnim
0x719580	TeleportLocomotion_Weeder
0x7196bb	TeleportLocomotionClass_Process_MarkDown
0x719742	TeleportLocomotionClass_ILocomotion_Process_WarpInAnim
0x7197e4	TeleportLocomotionClass_Process_ChronospherePreDelay
0x719827	TeleportLocomotionClass_ILocomotion_Process_ChronoshiftWarpOutAnim
0x719973	TeleportLocomotionClass_ILocomotion_Process_ChronoDelay
0x719b1e	TeleportLocomotionClass_ILocomotion_Process_ChronoshiftWarpInAnim
0x719bd9	TeleportLocomotionClass_Process_ChronosphereDelay2
0x719f17	EndPiggyback_PowerOn
0x71a7bc	TemporalClass_Update_DistCheck
0x71a82c	TemporalClass_AI_Opentopped_WarpDistance
0x71a88d	TemporalClass_AI
0x71a8bd	TemporalClass_Update_WarpAwayAnim
0x71a9cd	Remove_UnInitFix
0x71ade4	TemporalClass_Release_SlaveTargetFix
0x71b151	TemporalClass_Fire_ReleaseTargetTarget
0x71b965	TerrainClass_TakeDamage_SetContext
0x71b98b	TerrainClass_TakeDamage_RefreshDamageFrame
0x71bb2c	TerrainClass_TakeDamage_NowDead_Add
0x71c110	TerrainClass_SetOccupyBit_PassableTerrain
0x71c1fe	TerrainClass_Draw_PickFrame
0x71c2bc	TerrainClass_Draw_Palette
0x71c6ee	TerrainClass_FireOut_Crumbling
0x71c812	TerrainClass_AI_Crumbling
0x71c84d	TerrainClass_AI_Animated
0x71dbc0	TerrainTypeClass_CTOR
0x71e0a6	TerrainTypeClass_LoadFromINI
0x71e364	TerrainTypeClass_SDDTOR
0x71e940	TEventClass_Execute
0x71ece1	TriggerClass_SpyAsInfantryOrHouse
0x71f003	TEventClass_Execute_NavalProductionFix
0x71f3fe	TEventClass_BuildINIEntry
0x71f9c0	TEventClass_GetStateB_SpyEvent
0x721876	TiberiumClass_CTOR
0x721888	TiberiumClass_DTOR
0x721c7b	TiberiumClass_LoadFromINI
0x7258d0	AnnounceInvalidPointer
0x725961	AbstractClass_AnnouncePointerExpired_BombList
0x726577	TEventClass_Persistable
0x727024	TriggerTypeClass_HasGlobalSetOrClearedEvent
0x727064	TriggerTypeClass_HasLocalSetOrClearedEvent
0x7271f9	TEventClass_GetFlags
0x728e5f	TunnelLocomotionClass_Process_RestoreAnims
0x728f74	TunnelLocomotionClass_Process_KillAnims
0x728f89	TunnelLocomotionClass_Process_SubterraneanHeight1
0x728f9a	TunnelLocomotionClass_Process_Track
0x728fc6	TunnelLocomotionClass_Process_SubterraneanHeight2
0x728ff2	TunnelLocomotionClass_Process_SubterraneanHeight3
0x72958e	TunnelLocomotionClass_ProcessDigging_SlowdownDistance
0x7295e2	TunnelLocomotionClass_ProcessStateDigging_SubterraneanHeight
0x7297f6	TunnelLocomotionClass_ProcessDigging_Track
0x729b5d	TunnelLocomotionClass_DrawMatrix_Tilt
0x72fcb5	InitSideRectangles_CenterBackground
0x730b09	DeployCommandClass_Execute_BuildingDeploy
0x730d0f	ProcessDeployCommand_LowDeployPriority
0x730d1f	ProcessDeployCommand_VoiceDeploy
0x73298d	TypeSelectExecute_UseIFVMode
0x732a85	TypeSelectExecute_SetContext
0x732c06	TypeSelectExecute_Clear
0x7353d3	UnitClass_CTOR
0x735967	UnitClass_DTOR
0x735a26	FootClass_TunnelAI_Enter
0x736005	FootClass_TunnelAI_Exit
0x736234	UnitClass_ChronoSparkleDelay
0x736480	UnitClass_AI
0x7364dc	UnitClass_Update_SinkSpeed
0x7365ad	UnitClass_Update_SinkingWake
0x736823	UnitClass_Update_WeederMissionMove
0x7368c6	UnitClass_Update_WeederMissionMove2
0x736990	UnitClass_UpdateRotation_TurretFacing_EMP
0x736b60	UnitClass_Rotation_AI_DisallowMoving
0x736ba3	UnitClass_UpdateRotation_TurretFacing_Jumpjet
0x736e6e	UnitClass_UpdateFiring_OmniFireTurnToTarget
0x736f61	UnitClass_UpdateFiring_FireUp
0x736f67	UnitClass_UpdateFiring_BurstNoDelay
0x736f78	UnitClass_UpdateFiring_FireErrorIsFACING
0x737086	UnitClass_FiringAI_Gattling
0x73769e	UnitClass_ReceiveCommand_NoEnterOnBridge
0x73796b	UnitClass_ReceiveCommand_AmphibiousEnter
0x737d57	UnitClass_ReceiveDamage_DyingFix
0x737de2	UnitClass_ReceiveDamage_Sinkable
0x737e2a	UnitClass_ReceiveDamage_Sinkable_BridgeOrHeight
0x737e6e	UnitClass_ReceiveDamage_SkipExplode
0x737f05	UnitClass_ReceiveDamage_SinkingWake
0x737f6d	UnitClass_TakeDamage_Destroy
0x737f74	UnitClass_ReceiveDamage_NowDead_MarkUp
0x737f80	UnitClass_ReceiveDamage_Cargo_SyncOwner
0x7384bd	UnitClass_ReceiveDamage_Nonprovocative
0x738807	UnitClass_Destroy_DestroyAnim
0x73891d	UnitClass_Active_Click_With_DisallowMoving
0x738a3e	UnitClass_EnterIdleMode_SubterraneanHarvester
0x7396ad	UnitClass_Deploy_CreateBuilding
0x7396d2	UnitClass_TryToDeploy_Transfer
0x739889	UnitClass_TryToDeploy_AISetBaseCenter
0x739920	UnitClass_TryToDeploy_DisableRegroupAtNewConYard
0x73992b	UnitClass_TryToDeploy_SetBuildingHealthPercentage
0x739956	UnitClass_Deploy_Transfer
0x739ac0	UnitClass_SimpleDeployer_Deploy
0x739cd0	UnitClass_SimpleDeployer_Undeploy
0x739fa2	UnitClass_UpdatePosition_NoQueueUpToEnter
0x739fbc	UnitClass_PerCellProcess_BeforeGrinding
0x73a1c3	UnitClass_PerCellProcess_DoGrindingExtras
0x73a2d2	UnitClass_UpdatePosition_EnterBioReactor
0x73ae70	UnitClass_UpdatePosition_Bridge
0x73b05b	UnitClass_PerCellProcess_TiltWhenCrushes
0x73b2a2	UnitClass_DrawObject_DrawerBlitterFix
0x73b4da	UnitClass_DrawVXL_WaterType_Extra
0x73b748	UnitClass_DrawVXL_ResetKeyForTurretUse
0x73b780	UnitClass_DrawVXL_TurretMultiOffset
0x73ba12	UnitClass_DrawAsVXL_RewriteTurretDrawing
0x73bf95	UnitClass_DrawAsVoxel_Tint
0x73c43f	UnitClass_DrawAsVXL_Shadow_IsLocomotorFix2
0x73c47a	UnitClass_DrawAsVXL_Shadow
0x73c602	UnitClass_DrawSHP_WaterType_Extra
0x73c7ac	UnitClass_DrawAsSHP_DrawTurret_TintFix
0x73c890	UnitClass_DrawSHP_BarrelMultiOffset
0x73cce1	UnitClass_DrawSHP_TurretOffest
0x73ccf4	UnitClass_DrawSHP_FacingsB_TurretShape
0x73cf46	UnitClass_Draw_It_KeepUnitVisible
0x73cfa7	UnitClass_DrawIt_LevelIntensity
0x73d0db	UnitClass_DrawAt_Weeder_Oregath
0x73d223	UnitClass_DrawIt_OreGath
0x73d2a6	UnitClass_DrawAt_Weeder_UnloadingClass
0x73d49e	UnitClass_Harvesting_Weeder
0x73d63b	UnitClass_Mi_Unload_Subterranean
0x73d769	UnitClass_Mission_Unload_AmphibiousUnload
0x73d7ab	UnitClass_Mission_Unload_FindUnloadPosition
0x73d7b7	UnitClass_Mission_Unload_CheckInvalidCell
0x73dad8	UnitClass_Mission_Unload_PassengerLeavePosition
0x73dc1e	UnitClass_Mission_Unload_NoQueueUpToUnloadLoop
0x73dc9c	UnitClass_Mission_Unload_NoQueueUpToUnloadBreak
0x73dcef	UnitClass_Mission_Unload_DeployFire
0x73deeb	UnitClass_Mi_Unload_SkipHarvester
0x73e005	UnitClass_Unload_WeederAnim
0x73e3db	UnitClass_Mission_Unload_NoteBalanceBefore
0x73e411	UnitClass_Mission_Unload_DumpAmount
0x73e474	UnitClass_Unload_Storage
0x73e4d0	UnitClass_Mission_Unload_CheckBalanceAfter
0x73e730	UnitClass_MissionHarvest_HarvesterScanAfterUnload
0x73e739	UnitClass_Mission_Harvest_SkipUselessArchiveTarget
0x73e84a	UnitClass_Mission_Harvest
0x73e9a0	UnitClass_Weeder_StopHarvesting
0x73ed66	UnitClass_Mission_Harvest_PathfindingFix
0x73eea6	UnitClass_MissionHarvest_AllOreGathered
0x73efc4	UnitClass_Mission_Hunt_DisallowMoving
0x73efd8	UnitClass_Mission_Hunt_DeploysInto
0x73f0a7	UnitClass_IsCellOccupied_Start
0x73f495	UnitClass_CanEnterCell_WallWeapon
0x73f5a7	UnitClass_IsCellOccupied_UnlimboDirection
0x73f63f	UnitClass_IsCellOccupied_NoQueueUpToEnter
0x73fb71	UnitClass_CanEnterCell_PassableTerrain
0x73fec1	UnitClass_WhatAction_DeploysIntoDesyncFix
0x740015	UnitClass_MouseOverObject_SkipPassengers
0x7400b5	UnitClass_MouseOverObject_AmphibiousUnload
0x740134	UnitClass_WhatAction_Grinding
0x740375	UnitClass_MouseOvetObject_NoQueueUpToEnter
0x74038f	UnitClass_What_Action_ObjectClass_DisallowMoving_1
0x7403b7	UnitClass_What_Action_ObjectClass_DisallowMoving_2
0x740709	UnitClass_What_Action_DisallowMoving_1
0x740744	UnitClass_What_Action_DisallowMoving_2
0x740949	UnitClass_Mission_Guard_SubterraneanHarvester
0x740a11	UnitClass_Mission_Guard_AIAutoDeployMCV
0x740a93	UnitClass_Mission_Move_DisallowMoving
0x740c9c	UnitClass_GetUnloadDirection_CheckUnloadPosition
0x741050	UnitClass_CanFire_DeployToFire
0x7410bb	UnitClass_GetFireError_CheckFacingError
0x74132b	UnitClass_GetFireError_DisallowMoving
0x7414e0	UnitClass_ApproachTarget_DisallowMoving
0x7415a9	UnitClass_ApproachTarget_SetWeaponIndex
0x741941	UnitClass_OverrunSquare_TiltWhenCrushes
0x741970	UnitClass_AssignDestination_SyncLog
0x741a66	UnitClass_SetDestination_JJVehFix
0x741a96	UnitClass_SetDestination_ResetFiringFrame
0x741aa7	UnitClass_Assign_Destination_DisallowMoving
0x741c32	UnitClass_SetDestination_SpecialAnim_Weeder
0x7424bd	UnitClass_AssignDestination_Weeder_Teleport
0x74312a	UnitClass_SetDestination_ReplaceWithHarvestMission
0x7431c9	FootClass_SelectAutoTarget_MultiWeapon
0x7435de	UnitClass_ReadFromINI_Follower1
0x74364c	UnitClass_ReadFromINI_Follower2
0x743664	UnitClass_ReadFromINI_Follower3
0x743b4b	UnitClass_Scatter_DisallowMoving
0x744103	UnitClass_Mission_AreaGuard_DisallowMoving
0x7442ab	UnitClass_ReadyToNextMission_FallingDown
0x7442d6	FootClass_ReadyToNextMission_MovingCheck
0x74431f	UnitClass_ReadyToNextMission_HuntCheck
0x74613c	UnitClass_INoticeSink_CheckJumpjetHarvester
0x74691d	UnitClass_UpdateDisguise_EMP
0x746a30	UnitClass_UpdateDisguise_DefaultMirageDisguises
0x7470e3	UnitTypeClass_CTOR
0x747a2e	UnitTypeClass_ReadINI_TurretShape
0x747b49	UnitTypeClass_ReadINI
0x747e90	UnitTypeClass_LoadFromINI
0x74809e	UnitTypeClass_Load
0x748206	UnitTypeClass_DTOR
0x74942e	VoxelAnimClass_CTOR
0x749951	VoxelAnimClass_CTOR
0x7499f1	VoxelAnimClass_DTOR
0x749d97	VoxelAnimClass_DrawIt_LightingFix
0x74a027	VoxelAnimClass_AI_Expired
0x74a70e	VoxelAnimClass_AI_Additional
0x74aeb0	VoxelAnimTypeClass_CTOR
0x74b4f0	VoxelAnimTypeClass_LoadFromINI
0x74ba31	VoxelAnimTypeClass_DTOR
0x7504c9	VocClass_ReadINI_LogMissingSamples
0x753d86	VoxelCalcNormals_NullAdditionalVector
0x75ac93	WalkLocomotionClass_Process_Wake
0x75bd70	WalkLocomotionClass_ProcessMoving_SlowdownDistance
0x75d1a9	WarheadTypeClass_CTOR
0x75dea0	WarheadTypeClass_LoadFromINI
0x75e5c8	WarheadTypeClass_SDDTOR
0x75ee49	WaveClass_DrawSonic_CrashFix
0x75f39d	WaveClass_DamageAI_AmbientDamageWarhead
0x75f415	WaveClass_DamageAI_AmbientDamageIgnoreTarget
0x762aff	WaveClass_AI_TargetSet
0x762d57	WaveClass_AI_TargetUnset
0x763610	Waypoint_To_String
0x763690	String_To_Waypoint
0x771ee9	WeaponTypeClass_CTOR
0x7729b0	WeaponTypeClass_LoadFromINI
0x772a0a	WeaponTypeClass_SetSpeed_ApplyGravity
0x772aa2	WeaponTypeClass_AllowedThreats_AAOnly
0x772ab3	WeaponTypeClass_AllowedThreats_AU
0x773087	WeaponTypeClass_GetSpeed_ApplyGravity
0x77311d	WeaponTypeClass_SDDTOR
0x777998	Game_WndProc_ScrollMouseWheel
0x777c41	UI_ApplyAppIcon
0x777f15	IMEUpdateCompositionString
0x794f7e	Start_Game_Now_FPS
0x7b8536	StartMouseThread_AdjustMouseInterval
0x7cd810	ExeRun
